QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
3063,Linked List Frequency,linked-list-frequency,Easy,85.76690963241633,True,"hash-table,linked-list,counting",algorithms
3064,Guess the Number Using Bitwise Questions I,guess-the-number-using-bitwise-questions-i,Medium,91.04761904761904,True,"bit-manipulation,interactive",algorithms
3065,Minimum Operations to Exceed Threshold Value I,minimum-operations-to-exceed-threshold-value-i,Easy,85.81472495915234,False,array,algorithms
3066,Minimum Operations to Exceed Threshold Value II,minimum-operations-to-exceed-threshold-value-ii,Medium,28.56294928444239,False,"array,heap-priority-queue,simulation",algorithms
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,56.18877246784224,False,"array,tree,depth-first-search",algorithms
3068,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,Hard,65.88076670796589,False,"array,dynamic-programming,greedy,bit-manipulation,tree,sorting",algorithms
3069,Distribute Elements Into Two Arrays I,distribute-elements-into-two-arrays-i,Easy,72.32140060759811,False,"array,simulation",algorithms
3070,Count Submatrices with Top-Left Element and Sum Less Than k,count-submatrices-with-top-left-element-and-sum-less-than-k,Medium,58.2229723881243,False,"array,matrix,prefix-sum",algorithms
3071,Minimum Operations to Write the Letter Y on a Grid,minimum-operations-to-write-the-letter-y-on-a-grid,Medium,61.94875847187187,False,"array,hash-table,matrix,counting",algorithms
3072,Distribute Elements Into Two Arrays II,distribute-elements-into-two-arrays-ii,Hard,27.353218851266874,False,"array,binary-indexed-tree,segment-tree,simulation",algorithms
3073,Maximum Increasing Triplet Value,maximum-increasing-triplet-value,Medium,38.144329896907216,True,"array,ordered-set",algorithms
3074,Apple Redistribution into Boxes,apple-redistribution-into-boxes,Easy,67.42637441040073,False,"array,greedy,sorting",algorithms
3075,Maximize Happiness of Selected Children,maximize-happiness-of-selected-children,Medium,54.87486374604437,False,"array,greedy,sorting",algorithms
3076,Shortest Uncommon Substring in an Array,shortest-uncommon-substring-in-an-array,Medium,46.249028749028746,False,"array,hash-table,string,trie",algorithms
3077,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,Hard,26.917007243151374,False,"array,dynamic-programming,prefix-sum",algorithms
3078,Match Alphanumerical Pattern in Matrix I,match-alphanumerical-pattern-in-matrix-i,Medium,64.61282264779351,True,"array,hash-table,string,matrix",algorithms
3079,Find the Sum of Encrypted Integers,find-the-sum-of-encrypted-integers,Easy,73.8555567499501,False,"array,math",algorithms
3080,Mark Elements on Array by Performing Queries,mark-elements-on-array-by-performing-queries,Medium,49.08836992784545,False,"array,hash-table,sorting,heap-priority-queue,simulation",algorithms
3081,Replace Question Marks in String to Minimize Its Value,replace-question-marks-in-string-to-minimize-its-value,Medium,27.36941303177167,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
3082,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,Hard,36.381989764777686,False,"array,dynamic-programming",algorithms
3083,Existence of a Substring in a String and Its Reverse,existence-of-a-substring-in-a-string-and-its-reverse,Easy,66.07248541555111,False,"hash-table,string",algorithms
3084,Count Substrings Starting and Ending with Given Character,count-substrings-starting-and-ending-with-given-character,Medium,48.45322779736075,False,"math,string,counting",algorithms
3085,Minimum Deletions to Make String K-Special,minimum-deletions-to-make-string-k-special,Medium,43.83927807715337,False,"hash-table,string,greedy,sorting,counting",algorithms
3086,Minimum Moves to Pick K Ones,minimum-moves-to-pick-k-ones,Hard,22.12354188759279,False,"array,greedy,sliding-window,prefix-sum",algorithms
3087,Find Trending Hashtags,find-trending-hashtags,Medium,61.83618361836184,True,database,database
3088,Make String Anti-palindrome,make-string-anti-palindrome,Hard,49.86072423398329,True,"string,greedy,sorting,counting-sort",algorithms
3089,Find Bursty Behavior,find-bursty-behavior,Medium,39.51831750339213,True,database,database
3090,Maximum Length Substring With Two Occurrences,maximum-length-substring-with-two-occurrences,Easy,63.68794119362931,False,"hash-table,string,sliding-window",algorithms
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,Medium,44.16802294040146,False,"math,greedy,enumeration",algorithms
3092,Most Frequent IDs,most-frequent-ids,Medium,42.48207572364772,False,"array,hash-table,heap-priority-queue,ordered-set",algorithms
3093,Longest Common Suffix Queries,longest-common-suffix-queries,Hard,38.10243610925581,False,"array,string,trie",algorithms
3094,Guess the Number Using Bitwise Questions II,guess-the-number-using-bitwise-questions-ii,Medium,82.02824133504492,True,"bit-manipulation,interactive",algorithms
3095,Shortest Subarray With OR at Least K I,shortest-subarray-with-or-at-least-k-i,Easy,42.192155588060025,False,"array,bit-manipulation,sliding-window",algorithms
3096,Minimum Levels to Gain More Points,minimum-levels-to-gain-more-points,Medium,39.854105660769676,False,"array,prefix-sum",algorithms
3097,Shortest Subarray With OR at Least K II,shortest-subarray-with-or-at-least-k-ii,Medium,50.526710155148095,False,"array,bit-manipulation,sliding-window",algorithms
3098,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,Hard,24.024037799899077,False,"array,dynamic-programming,sorting",algorithms
3099,Harshad Number,harshad-number,Easy,82.86953684795611,False,math,algorithms
3100,Water Bottles II,water-bottles-ii,Medium,63.45618547619887,False,"math,simulation",algorithms
3101,Count Alternating Subarrays,count-alternating-subarrays,Medium,57.046928419212904,False,"array,math",algorithms
3102,Minimize Manhattan Distances,minimize-manhattan-distances,Hard,31.40202048646556,False,"array,math,geometry,sorting,ordered-set",algorithms
3103,Find Trending Hashtags II ,find-trending-hashtags-ii,Hard,64.59175424413904,True,database,database
3104,Find Longest Self-Contained Substring,find-longest-self-contained-substring,Hard,54.685990338164245,True,"hash-table,string,binary-search,prefix-sum",algorithms
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,longest-strictly-increasing-or-strictly-decreasing-subarray,Easy,56.670851780876234,False,array,algorithms
3106,Lexicographically Smallest String After Operations With Constraint,lexicographically-smallest-string-after-operations-with-constraint,Medium,63.12177139669682,False,"string,greedy",algorithms
3107,Minimum Operations to Make Median of Array Equal to K,minimum-operations-to-make-median-of-array-equal-to-k,Medium,47.70700046360686,False,"array,greedy,sorting",algorithms
3108,Minimum Cost Walk in Weighted Graph,minimum-cost-walk-in-weighted-graph,Hard,45.07589004686297,False,"array,bit-manipulation,union-find,graph",algorithms
3109,Find the Index of Permutation,find-the-index-of-permutation,Medium,39.78576893649579,True,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
3110,Score of a String,score-of-a-string,Easy,92.48432763159107,False,string,algorithms
3111,Minimum Rectangles to Cover Points,minimum-rectangles-to-cover-points,Medium,62.612306016879934,False,"array,greedy,sorting",algorithms
3112,Minimum Time to Visit Disappearing Nodes,minimum-time-to-visit-disappearing-nodes,Medium,35.03366659865333,False,"array,graph,heap-priority-queue,shortest-path",algorithms
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,find-the-number-of-subarrays-where-boundary-elements-are-maximum,Hard,29.45604594752837,False,"array,binary-search,stack,monotonic-stack",algorithms
3114,Latest Time You Can Obtain After Replacing Characters,latest-time-you-can-obtain-after-replacing-characters,Easy,35.413433717449415,False,"string,enumeration",algorithms
3115,Maximum Prime Difference,maximum-prime-difference,Medium,57.66514985093363,False,"array,math,number-theory",algorithms
3116,Kth Smallest Amount With Single Denomination Combination,kth-smallest-amount-with-single-denomination-combination,Hard,16.939848610335332,False,"array,math,binary-search,bit-manipulation,combinatorics,number-theory",algorithms
3117,Minimum Sum of Values by Dividing Array,minimum-sum-of-values-by-dividing-array,Hard,26.773085471812486,False,"array,binary-search,dynamic-programming,bit-manipulation,segment-tree,queue",algorithms
3118,Friday Purchase III ,friday-purchase-iii,Medium,57.61758691206544,True,database,database
3119,Maximum Number of Potholes That Can Be Fixed,maximum-number-of-potholes-that-can-be-fixed,Medium,55.54148195060164,True,"string,greedy,sorting",algorithms
3120,Count the Number of Special Characters I,count-the-number-of-special-characters-i,Easy,65.48297897675404,False,"hash-table,string",algorithms
3121,Count the Number of Special Characters II,count-the-number-of-special-characters-ii,Medium,41.467738871651996,False,"hash-table,string",algorithms
3122,Minimum Number of Operations to Satisfy Conditions,minimum-number-of-operations-to-satisfy-conditions,Medium,40.579826319305276,False,"array,dynamic-programming,matrix",algorithms
3123,Find Edges in Shortest Paths,find-edges-in-shortest-paths,Hard,45.85909817272285,False,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
3124,Find Longest Calls,find-longest-calls,Medium,62.67369429803546,True,database,database
3125,Maximum Number That Makes Result of Bitwise AND Zero,maximum-number-that-makes-result-of-bitwise-and-zero,Medium,69.26444833625219,True,"string,greedy,sorting",algorithms
3126,Server Utilization Time,server-utilization-time,Medium,60.14648858250754,True,database,database
3127,Make a Square with the Same Color,make-a-square-with-the-same-color,Easy,51.44142302187692,False,"array,matrix,enumeration",algorithms
3128,Right Triangles,right-triangles,Medium,46.720628496607546,False,"array,hash-table,math,combinatorics,counting",algorithms
3129,Find All Possible Stable Binary Arrays I,find-all-possible-stable-binary-arrays-i,Medium,26.246058791681264,False,"dynamic-programming,prefix-sum",algorithms
3130,Find All Possible Stable Binary Arrays II,find-all-possible-stable-binary-arrays-ii,Hard,26.5892223297838,False,"dynamic-programming,prefix-sum",algorithms
3131,Find the Integer Added to Array I,find-the-integer-added-to-array-i,Easy,81.73408404211423,False,array,algorithms
3132,Find the Integer Added to Array II,find-the-integer-added-to-array-ii,Medium,31.309367031858553,False,"array,two-pointers,sorting,enumeration",algorithms
3133,Minimum Array End,minimum-array-end,Medium,56.12727485419208,False,bit-manipulation,algorithms
3134,Find the Median of the Uniqueness Array,find-the-median-of-the-uniqueness-array,Hard,28.358015068849053,False,"array,hash-table,binary-search,sliding-window",algorithms
3135,Equalize Strings by Adding or Removing Characters at Ends,equalize-strings-by-adding-or-removing-characters-at-ends,Medium,55.65335138794855,True,"string,binary-search,dynamic-programming,sliding-window,hash-function",algorithms
3136,Valid Word,valid-word,Easy,38.03250145095763,False,string,algorithms
3137,Minimum Number of Operations to Make Word K-Periodic,minimum-number-of-operations-to-make-word-k-periodic,Medium,61.12266620990041,False,"hash-table,string,counting",algorithms
3138,Minimum Length of Anagram Concatenation,minimum-length-of-anagram-concatenation,Medium,41.460098465765974,False,"hash-table,string,counting",algorithms
3139,Minimum Cost to Equalize Array,minimum-cost-to-equalize-array,Hard,17.336549717975096,False,"array,greedy,enumeration",algorithms
3140,Consecutive Available Seats II,consecutive-available-seats-ii,Medium,58.79926672777268,True,database,database
3141,Maximum Hamming Distances,maximum-hamming-distances,Hard,54.282407407407405,True,"array,bit-manipulation,breadth-first-search",algorithms
3142,Check if Grid Satisfies Conditions,check-if-grid-satisfies-conditions,Easy,43.34445726903196,False,"array,matrix",algorithms
3143,Maximum Points Inside the Square,maximum-points-inside-the-square,Medium,38.606476091924286,False,"array,hash-table,string,binary-search,sorting",algorithms
3144,Minimum Substring Partition of Equal Character Frequency,minimum-substring-partition-of-equal-character-frequency,Medium,39.95305812508629,False,"hash-table,string,dynamic-programming,counting",algorithms
3145,Find Products of Elements of Big Array,find-products-of-elements-of-big-array,Hard,22.01631584248162,False,"array,binary-search,bit-manipulation",algorithms
3146,Permutation Difference between Two Strings,permutation-difference-between-two-strings,Easy,87.84342573087683,False,"hash-table,string",algorithms
3147,Taking Maximum Energy From the Mystic Dungeon,taking-maximum-energy-from-the-mystic-dungeon,Medium,40.637444857131364,False,"array,prefix-sum",algorithms
3148,Maximum Difference Score in a Grid,maximum-difference-score-in-a-grid,Medium,46.79687888275931,False,"array,dynamic-programming,matrix",algorithms
3149,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,Hard,22.458904775800022,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
3150,Invalid Tweets II,invalid-tweets-ii,Easy,86.96844993141289,True,database,database
3151,Special Array I,special-array-i,Easy,74.91615561517823,False,array,algorithms
3152,Special Array II,special-array-ii,Medium,30.229205038045805,False,"array,binary-search,prefix-sum",algorithms
3153,Sum of Digit Differences of All Pairs,sum-of-digit-differences-of-all-pairs,Medium,42.77017543859649,False,"array,hash-table,math,counting",algorithms
3154,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,Hard,35.24458938630299,False,"math,dynamic-programming,bit-manipulation,memoization,combinatorics",algorithms
3155,Maximum Number of Upgradable Servers,maximum-number-of-upgradable-servers,Medium,44.7043534762833,True,"array,math,binary-search",algorithms
3156,Employee Task Duration and Concurrent Tasks,employee-task-duration-and-concurrent-tasks,Hard,53.878702397743304,True,database,database
3157,Find the Level of Tree with Minimum Sum,find-the-level-of-tree-with-minimum-sum,Medium,68.11023622047244,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
3158,Find the XOR of Numbers Which Appear Twice,find-the-xor-of-numbers-which-appear-twice,Easy,80.93198235935697,False,"array,hash-table,bit-manipulation",algorithms
3159,Find Occurrences of an Element in an Array,find-occurrences-of-an-element-in-an-array,Medium,73.10227315282927,False,"array,hash-table",algorithms
3160,Find the Number of Distinct Colors Among the Balls,find-the-number-of-distinct-colors-among-the-balls,Medium,40.87064196577898,False,"array,hash-table,simulation",algorithms
3161,Block Placement Queries,block-placement-queries,Hard,14.649697904614989,False,"array,binary-search,binary-indexed-tree,segment-tree",algorithms
3162,Find the Number of Good Pairs I,find-the-number-of-good-pairs-i,Easy,85.74037548396522,False,"array,hash-table",algorithms
3163,String Compression III,string-compression-iii,Medium,67.98724645546436,False,string,algorithms
3164,Find the Number of Good Pairs II,find-the-number-of-good-pairs-ii,Medium,25.84915554412245,False,"array,hash-table",algorithms
3165,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,Hard,16.62790082994132,False,"array,divide-and-conquer,dynamic-programming,segment-tree",algorithms
3166,Calculate Parking Fees and Duration,calculate-parking-fees-and-duration,Medium,52.85403050108932,True,database,database
3167,Better Compression of String,better-compression-of-string,Medium,74.16856492027335,True,"hash-table,string,sorting,counting",algorithms
3168,Minimum Number of Chairs in a Waiting Room,minimum-number-of-chairs-in-a-waiting-room,Easy,79.91419216438975,False,"string,simulation",algorithms
3169,Count Days Without Meetings,count-days-without-meetings,Medium,34.01673604836735,False,"array,sorting",algorithms
3170,Lexicographically Minimum String After Removing Stars,lexicographically-minimum-string-after-removing-stars,Medium,35.61167139405399,False,"hash-table,string,stack,greedy,heap-priority-queue",algorithms
3171,Find Subarray With Bitwise OR Closest to K,find-subarray-with-bitwise-or-closest-to-k,Hard,30.15139668775322,False,"array,binary-search,bit-manipulation,segment-tree",algorithms
3172,Second Day Verification,second-day-verification,Easy,71.21598639455783,True,database,database
3173,Bitwise OR of Adjacent Elements,bitwise-or-of-adjacent-elements,Easy,95.31772575250837,True,"array,bit-manipulation",algorithms
3174,Clear Digits,clear-digits,Easy,72.90207595953511,False,"string,stack,simulation",algorithms
3175,Find The First Player to win K Games in a Row,find-the-first-player-to-win-k-games-in-a-row,Medium,39.29909141479696,False,"array,simulation",algorithms
3176,Find the Maximum Length of a Good Subsequence I,find-the-maximum-length-of-a-good-subsequence-i,Medium,30.617028949870495,False,"array,hash-table,dynamic-programming",algorithms
3177,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,Hard,23.8190087308701,False,"array,hash-table,dynamic-programming",algorithms
3178,Find the Child Who Has the Ball After K Seconds,find-the-child-who-has-the-ball-after-k-seconds,Easy,61.78319275226492,False,"math,simulation",algorithms
3179,Find the N-th Value After K Seconds,find-the-n-th-value-after-k-seconds,Medium,54.00445940144307,False,"array,math,simulation,combinatorics,prefix-sum",algorithms
3180,Maximum Total Reward Using Operations I,maximum-total-reward-using-operations-i,Medium,29.584440142271845,False,"array,dynamic-programming",algorithms
3181,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,Hard,20.500827934811028,False,"array,dynamic-programming,bit-manipulation",algorithms
3182,Find Top Scoring Students,find-top-scoring-students,Medium,49.38461538461538,True,database,database
3183,The Number of Ways to Make the Sum,the-number-of-ways-to-make-the-sum,Medium,55.06912442396313,True,"array,dynamic-programming",algorithms
3184,Count Pairs That Form a Complete Day I,count-pairs-that-form-a-complete-day-i,Easy,77.9403883941103,False,"array,hash-table,counting",algorithms
3185,Count Pairs That Form a Complete Day II,count-pairs-that-form-a-complete-day-ii,Medium,42.914620074136856,False,"array,hash-table,counting",algorithms
3186,Maximum Total Damage With Spell Casting,maximum-total-damage-with-spell-casting,Medium,26.68641583827932,False,"array,hash-table,two-pointers,binary-search,dynamic-programming,sorting,counting",algorithms
3187,Peaks in Array,peaks-in-array,Hard,26.15725974206074,False,"array,binary-indexed-tree,segment-tree",algorithms
3188,Find Top Scoring Students II,find-top-scoring-students-ii,Hard,37.898423817863396,True,database,database
3189,Minimum Moves to Get a Peaceful Board,minimum-moves-to-get-a-peaceful-board,Medium,76.59881102504053,True,"array,greedy,sorting,counting-sort",algorithms
3190,Find Minimum Operations to Make All Elements Divisible by Three,find-minimum-operations-to-make-all-elements-divisible-by-three,Easy,89.01512812596481,False,"array,math",algorithms
3191,Minimum Operations to Make Binary Array Elements Equal to One I,minimum-operations-to-make-binary-array-elements-equal-to-one-i,Medium,70.10678334302237,False,"array,bit-manipulation,queue,sliding-window,prefix-sum",algorithms
3192,Minimum Operations to Make Binary Array Elements Equal to One II,minimum-operations-to-make-binary-array-elements-equal-to-one-ii,Medium,64.34686845003374,False,"array,dynamic-programming,greedy",algorithms
3193,Count the Number of Inversions,count-the-number-of-inversions,Hard,32.67091729883185,False,"array,dynamic-programming",algorithms
3194,Minimum Average of Smallest and Largest Elements,minimum-average-of-smallest-and-largest-elements,Easy,84.78426768417962,False,"array,two-pointers,sorting",algorithms
3195,Find the Minimum Area to Cover All Ones I,find-the-minimum-area-to-cover-all-ones-i,Medium,73.02909723949267,False,"array,matrix",algorithms
3196,Maximize Total Cost of Alternating Subarrays,maximize-total-cost-of-alternating-subarrays,Medium,28.54573683529564,False,"array,dynamic-programming",algorithms
3197,Find the Minimum Area to Cover All Ones II,find-the-minimum-area-to-cover-all-ones-ii,Hard,34.89349156040392,False,"array,matrix,enumeration",algorithms
3198,Find Cities in Each State,find-cities-in-each-state,Easy,82.47052793439262,True,database,database
3199,Count Triplets with Even XOR Set Bits I,count-triplets-with-even-xor-set-bits-i,Easy,83.07410795974383,True,"array,bit-manipulation",algorithms
3200,Maximum Height of a Triangle,maximum-height-of-a-triangle,Easy,42.90772068031238,False,"array,enumeration",algorithms
3201,Find the Maximum Length of Valid Subsequence I,find-the-maximum-length-of-valid-subsequence-i,Medium,37.30336449644517,False,"array,dynamic-programming",algorithms
3202,Find the Maximum Length of Valid Subsequence II,find-the-maximum-length-of-valid-subsequence-ii,Medium,39.3492101958538,False,"array,dynamic-programming",algorithms
3203,Find Minimum Diameter After Merging Two Trees,find-minimum-diameter-after-merging-two-trees,Hard,34.23909084286443,False,"tree,depth-first-search,breadth-first-search,graph",algorithms
3204,Bitwise User Permissions Analysis,bitwise-user-permissions-analysis,Medium,94.25947187141217,True,database,database
3205,Maximum Array Hopping Score I,maximum-array-hopping-score-i,Medium,79.41176470588235,True,"array,dynamic-programming,stack,greedy,monotonic-stack",algorithms
3206,Alternating Groups I,alternating-groups-i,Easy,66.71583675530572,False,"array,sliding-window",algorithms
3207,Maximum Points After Enemy Battles,maximum-points-after-enemy-battles,Medium,31.920126628515767,False,"array,greedy",algorithms
3208,Alternating Groups II,alternating-groups-ii,Medium,40.7014157014157,False,"array,sliding-window",algorithms
3209,Number of Subarrays With AND Value of K,number-of-subarrays-with-and-value-of-k,Hard,33.59728172551337,False,"array,binary-search,bit-manipulation,segment-tree",algorithms
3210,Find the Encrypted String,find-the-encrypted-string,Easy,68.44785575048734,False,string,algorithms
3211,Generate Binary Strings Without Adjacent Zeros,generate-binary-strings-without-adjacent-zeros,Medium,86.65448909553858,False,"string,backtracking,bit-manipulation",algorithms
3212,Count Submatrices With Equal Frequency of X and Y,count-submatrices-with-equal-frequency-of-x-and-y,Medium,51.19311996516438,False,"array,matrix,prefix-sum",algorithms
3213,Construct String with Minimum Cost,construct-string-with-minimum-cost,Hard,19.7059413890004,False,"array,string,dynamic-programming,suffix-array",algorithms
3214,Year on Year Growth Rate,year-on-year-growth-rate,Hard,51.76402544823597,True,database,database
3215,Count Triplets with Even XOR Set Bits II,count-triplets-with-even-xor-set-bits-ii,Medium,73.19587628865979,True,"array,bit-manipulation",algorithms
3216,Lexicographically Smallest String After a Swap,lexicographically-smallest-string-after-a-swap,Easy,53.49510468787398,False,"string,greedy",algorithms
3217,Delete Nodes From Linked List Present in Array,delete-nodes-from-linked-list-present-in-array,Medium,68.8600520446954,False,"array,hash-table,linked-list",algorithms
3218,Minimum Cost for Cutting Cake I,minimum-cost-for-cutting-cake-i,Medium,57.79224994050066,False,"array,dynamic-programming,greedy,sorting",algorithms
3219,Minimum Cost for Cutting Cake II,minimum-cost-for-cutting-cake-ii,Hard,55.01476853909089,False,"array,greedy,sorting",algorithms
3220,Odd and Even Transactions,odd-and-even-transactions,Medium,69.7408659262836,False,database,database
3221,Maximum Array Hopping Score II,maximum-array-hopping-score-ii,Medium,66.78321678321679,True,"array,stack,greedy,monotonic-stack",algorithms
3222,Find the Winning Player in Coin Game,find-the-winning-player-in-coin-game,Easy,51.89879791050412,False,"math,simulation,game-theory",algorithms
3223,Minimum Length of String After Operations,minimum-length-of-string-after-operations,Medium,54.497393079811864,False,"hash-table,string,counting",algorithms
3224,Minimum Array Changes to Make Differences Equal,minimum-array-changes-to-make-differences-equal,Medium,23.020208511853756,False,"array,hash-table,prefix-sum",algorithms
3225,Maximum Score From Grid Operations,maximum-score-from-grid-operations,Hard,22.506112469437653,False,"array,dynamic-programming,matrix,prefix-sum",algorithms
3226,Number of Bit Changes to Make Two Integers Equal,number-of-bit-changes-to-make-two-integers-equal,Easy,64.45099682691732,False,bit-manipulation,algorithms
3227,Vowels Game in a String,vowels-game-in-a-string,Medium,62.48115302929589,False,"math,string,brainteaser,game-theory",algorithms
3228,Maximum Number of Operations to Move Ones to the End,maximum-number-of-operations-to-move-ones-to-the-end,Medium,53.637210363245835,False,"string,greedy,counting",algorithms
3229,Minimum Operations to Make Array Equal to Target,minimum-operations-to-make-array-equal-to-target,Hard,38.074876703675805,False,"array,dynamic-programming,stack,greedy,monotonic-stack",algorithms
3230,Customer Purchasing Behavior Analysis,customer-purchasing-behavior-analysis,Medium,37.669265490357,True,database,database
3231,Minimum Number of Increasing Subsequence to Be Removed,minimum-number-of-increasing-subsequence-to-be-removed,Hard,54.559999999999995,True,"array,binary-search",algorithms
3232,Find if Digit Game Can Be Won,find-if-digit-game-can-be-won,Easy,82.48353966848953,False,"array,math",algorithms
3233,Find the Count of Numbers Which Are Not Special,find-the-count-of-numbers-which-are-not-special,Medium,26.712103067760783,False,"array,math,number-theory",algorithms
3234,Count the Number of Substrings With Dominant Ones,count-the-number-of-substrings-with-dominant-ones,Medium,16.133644525746966,False,"string,sliding-window,enumeration",algorithms
3235,Check if the Rectangle Corner Is Reachable,check-if-the-rectangle-corner-is-reachable,Hard,26.524440085008994,False,"array,math,depth-first-search,breadth-first-search,union-find,geometry",algorithms
3236,CEO Subordinate Hierarchy,ceo-subordinate-hierarchy,Hard,72.20843672456576,True,database,database
3237,Alt and Tab Simulation,alt-and-tab-simulation,Medium,76.05485232067511,True,"array,hash-table,simulation",algorithms
3238,Find the Number of Winning Players,find-the-number-of-winning-players,Easy,61.02398242509306,False,"array,hash-table,counting",algorithms
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,minimum-number-of-flips-to-make-binary-grid-palindromic-i,Medium,76.43971827095704,False,"array,two-pointers,matrix",algorithms
3240,Minimum Number of Flips to Make Binary Grid Palindromic II,minimum-number-of-flips-to-make-binary-grid-palindromic-ii,Medium,23.28408232628399,False,"array,two-pointers,matrix",algorithms
3241,Time Taken to Mark All Nodes,time-taken-to-mark-all-nodes,Hard,23.974205330137533,False,"dynamic-programming,tree,depth-first-search,graph",algorithms
3242,Design Neighbor Sum Service,design-neighbor-sum-service,Easy,82.96143749434236,False,"array,hash-table,design,matrix,simulation",algorithms
3243,Shortest Distance After Road Addition Queries I,shortest-distance-after-road-addition-queries-i,Medium,47.38764241280492,False,"array,breadth-first-search,graph",algorithms
3244,Shortest Distance After Road Addition Queries II,shortest-distance-after-road-addition-queries-ii,Hard,23.515473688548234,False,"array,greedy,graph,ordered-set",algorithms
3245,Alternating Groups III,alternating-groups-iii,Hard,13.348234242288779,False,"array,binary-indexed-tree",algorithms
3246,Premier League Table Ranking,premier-league-table-ranking,Easy,82.98256163559832,True,database,database
3247,Number of Subsequences with Odd Sum,number-of-subsequences-with-odd-sum,Medium,53.54477611940298,True,"array,math,dynamic-programming,combinatorics",algorithms
3248,Snake in Matrix,snake-in-matrix,Easy,82.48108197559839,False,"array,string,simulation",algorithms
3249,Count the Number of Good Nodes,count-the-number-of-good-nodes,Medium,55.7735801641816,False,"tree,depth-first-search",algorithms
3250,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,Hard,45.64394478440302,False,"array,math,dynamic-programming,combinatorics,prefix-sum",algorithms
3251,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,Hard,22.525870864305496,False,"array,math,dynamic-programming,combinatorics,prefix-sum",algorithms
3252,Premier League Table Ranking II,premier-league-table-ranking-ii,Medium,57.642276422764226,True,database,database
3253,Construct String with Minimum Cost (Easy),construct-string-with-minimum-cost-easy,Medium,56.62805662805663,True,,algorithms
3254,Find the Power of K-Size Subarrays I,find-the-power-of-k-size-subarrays-i,Medium,63.11815118224943,False,"array,sliding-window",algorithms
3255,Find the Power of K-Size Subarrays II,find-the-power-of-k-size-subarrays-ii,Medium,28.536058247130658,False,"array,sliding-window",algorithms
3256,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,Hard,14.521982383850604,False,"array,dynamic-programming,matrix,enumeration",algorithms
3257,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,Hard,26.997696131926762,False,"array,dynamic-programming,matrix,enumeration",algorithms
3258,Count Substrings That Satisfy K-Constraint I,count-substrings-that-satisfy-k-constraint-i,Easy,80.13198757763975,False,"string,sliding-window",algorithms
3259,Maximum Energy Boost From Two Drinks,maximum-energy-boost-from-two-drinks,Medium,49.14400320898516,False,"array,dynamic-programming",algorithms
3260,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,Hard,14.864318399489198,False,"math,string,dynamic-programming,greedy,number-theory",algorithms
3261,Count Substrings That Satisfy K-Constraint II,count-substrings-that-satisfy-k-constraint-ii,Hard,21.694091990483745,False,"array,string,binary-search,sliding-window,prefix-sum",algorithms
3262,Find Overlapping Shifts,find-overlapping-shifts,Medium,61.89624329159212,True,database,database
3263,Convert Doubly Linked List to Array I,convert-doubly-linked-list-to-array-i,Easy,95.40106951871657,True,"array,linked-list,doubly-linked-list",algorithms
3264,Final Array State After K Multiplication Operations I,final-array-state-after-k-multiplication-operations-i,Easy,81.77126341866227,False,"array,math,heap-priority-queue,simulation",algorithms
3265,Count Almost Equal Pairs I,count-almost-equal-pairs-i,Medium,37.15380774765779,False,"array,hash-table,sorting,counting,enumeration",algorithms
3266,Final Array State After K Multiplication Operations II,final-array-state-after-k-multiplication-operations-ii,Hard,10.609933756631209,False,"array,heap-priority-queue,simulation",algorithms
3267,Count Almost Equal Pairs II,count-almost-equal-pairs-ii,Hard,20.714177061149986,False,"array,hash-table,sorting,counting,enumeration",algorithms
